"Samples"	"SAMEA ID"	"Leg"	"Station"	"Station ID"	"Depth ID"	"lat_cast"	"lon_cast"	"datetime"	"Depth [m]"	"Temperature [ºC]"	"Salinity [PSU]"	"Density [kg/m3]"	"Oxygen [ml/l]"	"Oxygen [%]"	"Fluorescence [mg/m3]"	"Orthophosphate [uM]"	"Silicic acid [uM]"	"Nitrite [uM]"	"Nitrates [uM]"	"Nitrate [uM]"	"N/P ratio"	"year"	"month"	"day"	"hour"	"minute"	"second"	"instrument"	"original file"	"Depth level"	"Oxygen level"	"Biogeographical units"	"Freshwater inputs"
"S16_Z01"	"SAMEA7926158"	"2"	"16"	"MMC-016"	"Z1"	"-40.10166667"	"-74.02833333"	"3/28/2021 10:50"	"20"	"11.35"	"33.73"	"1025.818"	"7.602"	"122.931"	"6.23"	"1.161"	"2.71"	"0.285"	"13.747"	"13.462"	"11.84"	"2021"	"3"	"28"	"10"	"50"	"43"	"sbe17plusV2"	"cast023.cnv"	"EPI"	"OXIC"	"SUR"	"NO"
"S16_Z03"	"SAMEA7926161"	"2"	"16"	"MMC-016"	"Z3"	"-40.10166667"	"-74.02833333"	"3/28/2021 10:50"	"50"	"10.119"	"33.86"	"1026.274"	"5.911"	"93.174"	"1.551"	"1.348"	"3.019"	"0.1"	"17.318"	"17.217"	"12.843"	"2021"	"3"	"28"	"10"	"50"	"43"	"sbe17plusV2"	"cast023.cnv"	"EPI"	"OXIC"	"SUR"	"NO"
"S16_Z05"	"SAMEA7926164"	"2"	"16"	"MMC-016"	"Z5"	"-40.10166667"	"-74.02833333"	"3/28/2021 10:50"	"80"	"9.996"	"34.08"	"1026.602"	"4.031"	"63.458"	"1.407"	"2.039"	"8.192"	"0.05"	"24.73"	"24.681"	"12.131"	"2021"	"3"	"28"	"10"	"50"	"43"	"sbe17plusV2"	"cast023.cnv"	"EPI"	"OXIC"	"SUR"	"NO"
"S16_Z07"	"SAMEA7926167"	"2"	"16"	"MMC-016"	"Z7"	"-40.10166667"	"-74.02833333"	"3/28/2021 10:50"	"150"	"9.868"	"34.49"	"1027.263"	"0.373"	"5.869"	"1.404"	"3.014"	"23.85"	"0.038"	"29.8"	"29.762"	"9.887"	"2021"	"3"	"28"	"10"	"50"	"43"	"sbe17plusV2"	"cast023.cnv"	"MES"	"HYPOXIC"	"SUR"	"NO"
"S17_Z00"	"SAMEA7926227"	"2"	"17"	"MMC-017"	"Z0"	"-36.98333333"	"-73.91166667"	"3/31/2021 14:45"	"1"	"12.201"	"34.31"	"1026.02"	"4.468"	"73.823"	"5.621"	"1.746"	"6.05"	"0.614"	"17.093"	"16.479"	"9.788"	"2021"	"3"	"31"	"14"	"45"	"18"	"sbe17plusV2"	"Cast029_02.cnv"	"SRF"	"OXIC"	"CUR"	"NO"
"S17_Z01"	"SAMEA7926244"	"2"	"17"	"MMC-017"	"Z1"	"-36.98333333"	"-73.91166667"	"3/31/2021 14:45"	"20"	"12.183"	"34.31"	"1026.111"	"4.462"	"73.696"	"8.505"	"2.292"	"11.84"	"0.092"	"25.563"	"25.47"	"11.154"	"2021"	"3"	"31"	"14"	"45"	"18"	"sbe17plusV2"	"Cast029_02.cnv"	"EPI"	"OXIC"	"CUR"	"NO"
"S17_Z03"	"SAMEA7926247"	"2"	"17"	"MMC-017"	"Z3"	"-36.98333333"	"-73.91166667"	"3/31/2021 14:45"	"50"	"11.509"	"34.26"	"1026.337"	"3.067"	"49.925"	"3.622"	"2.081"	"8.68"	"0.064"	"23.78"	"23.716"	"11.427"	"2021"	"3"	"31"	"14"	"45"	"18"	"sbe17plusV2"	"Cast029_02.cnv"	"EPI"	"OXIC"	"CUR"	"NO"
"S17_Z05"	"SAMEA7926250"	"2"	"17"	"MMC-017"	"Z5"	"-36.98333333"	"-73.91166667"	"3/31/2021 14:45"	"80"	"11.112"	"34.52"	"1026.747"	"0.6"	"9.699"	"1.371"	"2.628"	"15.705"	"0.043"	"28.745"	"28.703"	"10.94"	"2021"	"3"	"31"	"14"	"45"	"18"	"sbe17plusV2"	"Cast029_02.cnv"	"EPI"	"HYPOXIC"	"CUR"	"NO"
"S17_Z07"	"SAMEA7926253"	"2"	"17"	"MMC-017"	"Z7"	"-36.98333333"	"-73.91166667"	"3/31/2021 14:45"	"150"	"10.614"	"34.62"	"1027.235"	"0.111"	"1.777"	"1.358"	"2.923"	"26.84"	"0.032"	"27.375"	"27.344"	"9.367"	"2021"	"3"	"31"	"14"	"45"	"18"	"sbe17plusV2"	"Cast029_02.cnv"	"MES"	"HYPOXIC"	"CUR"	"NO"
"S17_Z09"	"SAMEA7926304"	"2"	"17"	"MMC-017"	"Z9"	"-36.98333333"	"-73.91166667"	"3/31/2021 14:45"	"500"	"6.082"	"34.29"	"1029.295"	"3.955"	"57.079"	"1.243"	"2.179"	"15.73"	"0.012"	"31.305"	"31.294"	"14.37"	"2021"	"3"	"31"	"14"	"45"	"18"	"sbe17plusV2"	"Cast029_02.cnv"	"MES"	"OXIC"	"CUR"	"NO"
"S18_Z00"	"SAMEA7926358"	"2"	"18"	"MMC-018"	"Z0"	"-36.81333333"	"-73.44333333"	"4/1/2021 10:24"	"1"	"12.242"	"34.52"	"1026.178"	"3.35"	"55.478"	"16.848"	"2.635"	"21.08"	"0.804"	"20.464"	"19.66"	"7.766"	"2021"	"4"	"1"	"10"	"24"	"7"	"sbe17plusV2"	"cast035.cnv"	"SRF"	"OXIC"	"CUR"	"NO"
"S18_Z01"	"SAMEA7926365"	"2"	"18"	"MMC-018"	"Z1"	"-36.81333333"	"-73.44333333"	"4/1/2021 10:24"	"20"	"11.456"	"34.55"	"1026.439"	"1.498"	"24.409"	"3.753"	"3.011"	"26.133"	"0.867"	"23.37"	"22.503"	"7.761"	"2021"	"4"	"1"	"10"	"24"	"7"	"sbe17plusV2"	"cast035.cnv"	"EPI"	"HYPOXIC"	"CUR"	"NO"
"S18_Z03"	"SAMEA7926368"	"2"	"18"	"MMC-018"	"Z3"	"-36.81333333"	"-73.44333333"	"4/1/2021 10:24"	"50"	"11.254"	"34.62"	"1026.66"	"0"	"-0.313"	"1.468"	"3.653"	"34.535"	"3.532"	"23.58"	"20.048"	"6.456"	"2021"	"4"	"1"	"10"	"24"	"7"	"sbe17plusV2"	"cast035.cnv"	"EPI"	"ANOXIC"	"CUR"	"NO"
"S18_Z05"	"SAMEA7926371"	"2"	"18"	"MMC-018"	"Z5"	"-36.81333333"	"-73.44333333"	"4/1/2021 10:24"	"80"	"11.248"	"34.65"	"1026.822"	"0"	"-0.898"	"1.474"	"3.094"	"22.88"	"1.861"	"25.383"	"23.522"	"8.203"	"2021"	"4"	"1"	"10"	"24"	"7"	"sbe17plusV2"	"cast035.cnv"	"EPI"	"ANOXIC"	"CUR"	"NO"
"S18_Z07"	"SAMEA7926374"	"2"	"18"	"MMC-018"	"Z7"	"-36.81333333"	"-73.44333333"	"4/1/2021 10:24"	"150"	"10.754"	"34.65"	"1027.228"	"0"	"-0.753"	"1.442"	"3.301"	"22.655"	"1.611"	"23.995"	"22.384"	"7.268"	"2021"	"4"	"1"	"10"	"24"	"7"	"sbe17plusV2"	"cast035.cnv"	"MES"	"ANOXIC"	"CUR"	"NO"
"S18_Z09"	"SAMEA7926377"	"2"	"18"	"MMC-018"	"Z9"	"-36.81333333"	"-73.44333333"	"4/1/2021 10:24"	"500"	"6.86"	"34.38"	"1029.26"	"2.223"	"32.692"	"1.293"	"2.882"	"22.49"	"0.039"	"35.28"	"35.242"	"12.244"	"2021"	"4"	"1"	"10"	"24"	"7"	"sbe17plusV2"	"cast035.cnv"	"MES"	"OXIC"	"CUR"	"NO"
"S19_Z00"	"SAMEA7926431"	"2"	"19"	"MMC-019"	"Z0"	"-36.725"	"-73.73333333"	"4/2/2021 10:19"	"2"	"14.156"	"34.23"	"1025.574"	"5.466"	"93.963"	"6.572"	"1.475"	"4.043"	"0.584"	"12.207"	"11.623"	"8.276"	"2021"	"4"	"2"	"10"	"19"	"24"	"sbe17plusV2"	"Cast041.cnv"	"SRF"	"OXIC"	"CUR"	"NO"
"S19_Z01"	"SAMEA7926440"	"2"	"19"	"MMC-019"	"Z1"	"-36.725"	"-73.73333333"	"4/2/2021 10:19"	"20"	"13.942"	"34.25"	"1025.712"	"5.309"	"90.878"	"5.458"	"1.635"	"5.007"	"0.692"	"13.73"	"13.038"	"8.399"	"2021"	"4"	"2"	"10"	"19"	"24"	"sbe17plusV2"	"Cast041.cnv"	"EPI"	"OXIC"	"CUR"	"NO"
"S19_Z03"	"SAMEA7926443"	"2"	"19"	"MMC-019"	"Z3"	"-36.725"	"-73.73333333"	"4/2/2021 10:19"	"50"	"11.097"	"34.21"	"1026.37"	"3.03"	"48.871"	"1.672"	"2.171"	"9.033"	"0.094"	"24.805"	"24.711"	"11.427"	"2021"	"4"	"2"	"10"	"19"	"24"	"sbe17plusV2"	"Cast041.cnv"	"EPI"	"OXIC"	"CUR"	"NO"
"S19_Z05"	"SAMEA7926446"	"2"	"19"	"MMC-019"	"Z5"	"-36.725"	"-73.73333333"	"4/2/2021 10:19"	"80"	"10.707"	"34.36"	"1026.694"	"1.751"	"28.047"	"1.324"	"2.524"	"13.925"	"0.061"	"28.113"	"28.052"	"11.138"	"2021"	"4"	"2"	"10"	"19"	"24"	"sbe17plusV2"	"Cast041.cnv"	"EPI"	"HYPOXIC"	"CUR"	"NO"
"S19_Z07"	"SAMEA7926449"	"2"	"19"	"MMC-019"	"Z7"	"-36.725"	"-73.73333333"	"4/2/2021 10:19"	"150"	"10.203"	"34.49"	"1027.207"	"0.502"	"7.964"	"1.349"	"2.848"	"22.53"	"0.042"	"29.93"	"29.889"	"10.509"	"2021"	"4"	"2"	"10"	"19"	"24"	"sbe17plusV2"	"Cast041.cnv"	"MES"	"HYPOXIC"	"CUR"	"NO"
"S19_Z09"	"SAMEA7926452"	"2"	"19"	"MMC-019"	"Z9"	"-36.725"	"-73.73333333"	"4/2/2021 10:19"	"500"	"6.631"	"34.331"	"1029.251"	"2.867"	"41.925"	"1.259"	"2.382"	"17.605"	"0.036"	"33.8"	"33.765"	"14.193"	"2021"	"4"	"2"	"10"	"19"	"24"	"sbe17plusV2"	"Cast046.cnv"	"MES"	"HYPOXIC"	"CUR"	"NO"
"S20_Z00"	"SAMEA7914592"	"2"	"20"	"MMC-020"	"Z0"	"-36.65"	"-74.11166667"	"4/6/2021 12:02"	"2"	"14.043"	"34.15"	"1025.533"	"5.639"	"96.672"	"7.374"	"1.356"	"2.882"	"0.623"	"11.313"	"10.691"	"8.342"	"2021"	"4"	"6"	"12"	"2"	"19"	"sbe17plusV2"	"Cast047_2.cnv"	"SRF"	"OXIC"	"CUR"	"NO"
"S20_Z01"	"SAMEA7914599"	"2"	"20"	"MMC-020"	"Z1"	"-36.65"	"-74.11166667"	"4/6/2021 12:02"	"20"	"13.968"	"34.18"	"1025.651"	"5.646"	"96.659"	"8.036"	"1.879"	"6.465"	"1.062"	"17.017"	"15.954"	"9.056"	"2021"	"4"	"6"	"12"	"2"	"19"	"sbe17plusV2"	"Cast047_2.cnv"	"EPI"	"OXIC"	"CUR"	"NO"
"S20_Z03"	"SAMEA7914602"	"2"	"20"	"MMC-020"	"Z3"	"-36.65"	"-74.11166667"	"4/6/2021 12:02"	"50"	"11.807"	"34.31"	"1026.321"	"3.112"	"50.997"	"2.07"	"2.51"	"13.59"	"0.073"	"25.84"	"25.767"	"10.295"	"2021"	"4"	"6"	"12"	"2"	"19"	"sbe17plusV2"	"Cast047_2.cnv"	"EPI"	"OXIC"	"CUR"	"NO"
"S20_Z05"	"SAMEA7914605"	"2"	"20"	"MMC-020"	"Z5"	"-36.65"	"-74.11166667"	"4/6/2021 12:02"	"80"	"11.227"	"34.57"	"1026.768"	"0.219"	"3.554"	"1.352"	"2.951"	"19.307"	"0.047"	"26.58"	"26.533"	"9.007"	"2021"	"4"	"6"	"12"	"2"	"19"	"sbe17plusV2"	"Cast047_2.cnv"	"EPI"	"HYPOXIC"	"CUR"	"NO"
"S20_Z07"	"SAMEA7914608"	"2"	"20"	"MMC-020"	"Z7"	"-36.65"	"-74.11166667"	"4/6/2021 12:02"	"150"	"10.764"	"34.61"	"1027.195"	"0.072"	"1.152"	"1.373"	"2.975"	"24.025"	"0.051"	"26.05"	"26"	"8.758"	"2021"	"4"	"6"	"12"	"2"	"19"	"sbe17plusV2"	"Cast047_2.cnv"	"MES"	"ANOXIC"	"CUR"	"NO"
"S20_Z09"	"SAMEA7914611"	"2"	"20"	"MMC-020"	"Z9"	"-36.65"	"-74.11166667"	"4/6/2021 12:02"	"500"	"7.314"	"34.37"	"1029.183"	"1.788"	"26.569"	"1.309"	"2.519"	"19.4"	"0.032"	"35.5"	"35.468"	"14.093"	"2021"	"4"	"6"	"12"	"2"	"19"	"sbe17plusV2"	"Cast047_2.cnv"	"MES"	"HYPOXIC"	"CUR"	"NO"
"S21_Z01"	"SAMEA7895613"	"3"	"21"	"MMC-021"	"Z1"	"-36.4645"	"-73.63683333"	"4/11/2021 11:09"	"20"	"13.678"	"34.3"	"1025.807"	"5.166"	"87.988"	"13.914"	"1.91"	"6.803"	"0.4"	"20.027"	"19.627"	"10.487"	"2021"	"4"	"11"	"11"	"9"	"52"	"ctd"	"Cast053.cnv"	"EPI"	"OXIC"	"CUR"	"NO"
"S21_Z05"	"SAMEA7895619"	"3"	"21"	"MMC-021"	"Z5"	"-36.4645"	"-73.63683333"	"4/11/2021 11:09"	"80"	"11.184"	"34.53"	"1026.745"	"0.825"	"13.362"	"1.371"	"2.872"	"24.623"	"0.041"	"25.717"	"25.676"	"8.954"	"2021"	"4"	"11"	"11"	"9"	"52"	"ctd"	"Cast053.cnv"	"EPI"	"HYPOXIC"	"CUR"	"NO"
"S21_Z07"	"SAMEA7895622"	"3"	"21"	"MMC-021"	"Z7"	"-36.4645"	"-73.63683333"	"4/11/2021 11:09"	"150"	"11.046"	"34.68"	"1027.199"	"0.082"	"1.326"	"1.387"	"2.946"	"23.32"	"0.051"	"25.84"	"25.789"	"8.771"	"2021"	"4"	"11"	"11"	"9"	"52"	"ctd"	"Cast053.cnv"	"MES"	"ANOXIC"	"CUR"	"NO"
"S21_Z09"	"SAMEA7895625"	"3"	"21"	"MMC-021"	"Z9"	"-36.4645"	"-73.63683333"	"4/11/2021 11:09"	"500"	"7.244"	"34.41"	"1029.219"	"2.003"	"29.716"	"1.314"	"2.759"	"25.99"	"0.04"	"30.07"	"30.03"	"10.899"	"2021"	"4"	"11"	"11"	"9"	"52"	"ctd"	"Cast053.cnv"	"MES"	"HYPOXIC"	"CUR"	"NO"
